customer_id,category_id,product_id,interaction
customer_747,Furniture,Furniture Product 2,1
customer_1148,Pet Supplies,Pet Supplies Product 25,1
customer_1354,Musical Instruments,Musical Instruments Product 13,1
customer_1892,Footwear,Footwear Product 14,1
customer_1566,Pet Supplies,Pet Supplies Product 19,1
customer_402,Electronics,Electronics Product 10,1
customer_550,Toys & Games,Toys & Games Product 3,1
customer_812,Sporting Goods,Sporting Goods Product 18,1
customer_1178,Pet Supplies,Pet Supplies Product 12,1
customer_232,Baby Products,Baby Products Product 4,1
customer_1031,Jewelry,Jewelry Product 7,1
customer_1019,Jewelry,Jewelry Product 13,1
customer_1144,Baby Products,Baby Products Product 3,1
customer_826,Pet Supplies,Pet Supplies Product 30,1
customer_1219,Automotive,Automotive Product 2,1
customer_1913,Pet Supplies,Pet Supplies Product 13,1
customer_601,Garden & Outdoors,Garden & Outdoors Product 9,1
customer_1979,Books,Books Product 2,1
customer_287,Clothing,Clothing Product 28,1
customer_1053,Groceries,Groceries Product 9,1
customer_1668,Tools & Hardware,Tools & Hardware Product 33,1
customer_495,Pet Supplies,Pet Supplies Product 7,1
customer_786,Furniture,Furniture Product 18,1
customer_774,Furniture,Furniture Product 31,1
customer_1328,Musical Instruments,Musical Instruments Product 15,1
customer_2376,Groceries,Groceries Product 1,1
customer_268,Electronics,Electronics Product 15,1
customer_10,Electronics,Electronics Product 8,1
customer_240,Books,Books Product 21,1
customer_2512,Home Office Furniture,Ergonomic Chair,1
customer_2461,Furniture,Furniture Product 7,1
customer_435,Books,Books Product 20,1
customer_1212,Jewelry,Jewelry Product 11,1
customer_1715,Baby Products,Baby Products Product 5,1
customer_1945,Video Games,Video Games Product 13,1
customer_1204,Automotive,Automotive Product 7,1
customer_339,Footwear,Footwear Product 41,1
customer_889,Sporting Goods,Sporting Goods Product 20,1
customer_896,Sporting Goods,Sporting Goods Product 13,1
customer_439,Books,Books Product 9,1
customer_369,Home Appliances,Home Appliances Product 31,1
customer_1148,Pet Supplies,Pet Supplies Product 27,1
customer_681,Garden & Outdoors,Garden & Outdoors Product 1,1
customer_2090,Pet Supplies,Pet Supplies Product 11,1
customer_848,Sporting Goods,Sporting Goods Product 6,1
customer_902,Baby Products,Baby Products Product 4,1
customer_2597,Fitness Equipment,Yoga Mat,1
customer_558,Toys & Games,Toys & Games Product 3,1
customer_1316,Musical Instruments,Musical Instruments Product 37,1
customer_1575,Luggage & Travel Accessories,Luggage & Travel Accessories Product 12,1
customer_563,Jewelry,Jewelry Product 11,1
customer_1180,Pet Supplies,Pet Supplies Product 1,1
customer_250,Clothing,Clothing Product 41,1
customer_905,Groceries,Groceries Product 12,1
customer_2101,Health & Beauty,Health & Beauty Product 11,1
customer_1627,Footwear,Footwear Product 18,1
customer_885,Clothing,Clothing Product 7,1
customer_1542,Garden & Outdoors,Garden & Outdoors Product 2,1
customer_1054,Jewelry,Jewelry Product 11,1
customer_374,Footwear,Footwear Product 19,1
customer_293,Clothing,Clothing Product 12,1
customer_88,Electronics,Electronics Product 11,1
customer_2691,Smart Home Devices,Smart Lock,1
customer_1116,Pet Supplies,Pet Supplies Product 18,1
customer_663,Musical Instruments,Musical Instruments Product 10,1
customer_35,Electronics,Electronics Product 3,1
customer_1991,Luggage & Travel Accessories,Luggage & Travel Accessories Product 25,1
customer_1248,Automotive,Automotive Product 4,1
customer_311,Footwear,Footwear Product 17,1
customer_1006,Musical Instruments,Musical Instruments Product 21,1
customer_2156,Groceries,Groceries Product 8,1
customer_1463,Automotive,Automotive Product 7,1
customer_2139,Baby Products,Baby Products Product 1,1
customer_912,Groceries,Groceries Product 2,1
customer_406,Books,Books Product 14,1
customer_1529,Garden & Outdoors,Garden & Outdoors Product 12,1
customer_1924,Video Games,Video Games Product 12,1
customer_1200,Automotive,Automotive Product 6,1
customer_2445,Home Appliances,Home Appliances Product 16,1
customer_1573,Garden & Outdoors,Garden & Outdoors Product 22,1
customer_1339,Musical Instruments,Musical Instruments Product 15,1
customer_1044,Jewelry,Jewelry Product 10,1
customer_890,Baby Products,Baby Products Product 2,1
customer_762,Furniture,Furniture Product 18,1
customer_2308,Groceries,Groceries Product 16,1
customer_1886,Pet Supplies,Pet Supplies Product 8,1
customer_1860,Luggage & Travel Accessories,Luggage & Travel Accessories Product 38,1
customer_1303,Musical Instruments,Musical Instruments Product 8,1
customer_745,Baby Products,Baby Products Product 6,1
customer_856,Sporting Goods,Sporting Goods Product 20,1
customer_1889,Tools & Hardware,Tools & Hardware Product 20,1
customer_1492,Jewelry,Jewelry Product 8,1
customer_545,Toys & Games,Toys & Games Product 19,1
customer_2180,Groceries,Groceries Product 8,1
customer_1166,Pet Supplies,Pet Supplies Product 13,1
customer_2475,Home Appliances,Home Appliances Product 23,1
customer_1338,Pet Supplies,Pet Supplies Product 20,1
customer_1644,Tools & Hardware,Tools & Hardware Product 31,1
customer_1301,Musical Instruments,Musical Instruments Product 16,1
customer_1446,Office Supplies,Office Supplies Product 47,1
customer_1046,Jewelry,Jewelry Product 5,1
customer_2423,Musical Instruments,Musical Instruments Product 24,1
customer_1589,Garden & Outdoors,Garden & Outdoors Product 19,1
customer_1589,Home Appliances,Home Appliances Product 28,1
customer_1412,Clothing,Clothing Product 33,1
customer_1310,Musical Instruments,Musical Instruments Product 16,1
customer_670,Health & Beauty,Health & Beauty Product 5,1
customer_1159,Jewelry,Jewelry Product 12,1
customer_849,Sporting Goods,Sporting Goods Product 2,1
customer_772,Furniture,Furniture Product 26,1
customer_1660,Health & Beauty,Health & Beauty Product 6,1
customer_1,Electronics,Electronics Product 37,1
customer_1695,Sporting Goods,Sporting Goods Product 1,1
customer_1408,Footwear,Footwear Product 38,1
customer_1155,Luggage & Travel Accessories,Luggage & Travel Accessories Product 25,1
customer_103,Clothing,Clothing Product 13,1
customer_1051,Video Games,Video Games Product 15,1
customer_466,Books,Books Product 15,1
customer_217,Clothing,Clothing Product 32,1
customer_1381,Musical Instruments,Musical Instruments Product 21,1
customer_767,Furniture,Furniture Product 9,1
customer_1773,Baby Products,Baby Products Product 6,1
customer_1495,Jewelry,Jewelry Product 3,1
customer_1475,Groceries,Groceries Product 10,1
customer_444,Books,Books Product 13,1
customer_1072,Jewelry,Jewelry Product 1,1
customer_902,Groceries,Groceries Product 20,1
customer_824,Health & Beauty,Health & Beauty Product 14,1
customer_2409,Garden & Outdoors,Garden & Outdoors Product 3,1
customer_721,Furniture,Furniture Product 38,1
customer_1140,Pet Supplies,Pet Supplies Product 5,1
customer_597,Health & Beauty,Health & Beauty Product 1,1
customer_1971,Video Games,Video Games Product 17,1
customer_1817,Luggage & Travel Accessories,Luggage & Travel Accessories Product 30,1
customer_321,Health & Beauty,Health & Beauty Product 14,1
customer_498,Toys & Games,Toys & Games Product 35,1
customer_601,Garden & Outdoors,Garden & Outdoors Product 17,1
customer_1186,Tools & Hardware,Tools & Hardware Product 27,1
customer_371,Footwear,Footwear Product 26,1
customer_1740,Baby Products,Baby Products Product 4,1
customer_1947,Video Games,Video Games Product 4,1
customer_1120,Sporting Goods,Sporting Goods Product 14,1
customer_1247,Video Games,Video Games Product 9,1
customer_507,Toys & Games,Toys & Games Product 27,1
customer_2101,Automotive,Automotive Product 3,1
customer_1079,Jewelry,Jewelry Product 4,1
customer_659,Health & Beauty,Health & Beauty Product 5,1
customer_1047,Jewelry,Jewelry Product 6,1
customer_2142,Jewelry,Jewelry Product 15,1
customer_338,Footwear,Footwear Product 30,1
customer_2630,Eco-Friendly Products,Solar Phone Charger,1
customer_57,Electronics,Electronics Product 13,1
customer_1820,Luggage & Travel Accessories,Luggage & Travel Accessories Product 24,1
customer_2131,Home Appliances,Home Appliances Product 29,1
customer_210,Clothing,Clothing Product 26,1
customer_1900,Video Games,Video Games Product 17,1
customer_904,Musical Instruments,Musical Instruments Product 27,1
customer_1662,Toys & Games,Toys & Games Product 25,1
customer_654,Toys & Games,Toys & Games Product 20,1
customer_760,Musical Instruments,Musical Instruments Product 13,1
customer_2400,Electronics,Electronics Product 22,1
customer_1578,Automotive,Automotive Product 8,1
customer_2457,Garden & Outdoors,Garden & Outdoors Product 5,1
customer_1818,Luggage & Travel Accessories,Luggage & Travel Accessories Product 29,1
customer_44,Electronics,Electronics Product 32,1
customer_1211,Automotive,Automotive Product 10,1
customer_394,Footwear,Footwear Product 38,1
customer_2032,Electronics,Electronics Product 24,1
customer_1056,Jewelry,Jewelry Product 4,1
customer_2507,Gaming Accessories,Gaming Chair,1
customer_1202,Automotive,Automotive Product 9,1
customer_2605,Smart Home Devices,Smart Lock,1
customer_1725,Furniture,Furniture Product 40,1
customer_631,Baby Products,Baby Products Product 5,1
customer_807,Books,Books Product 10,1
customer_607,Luggage & Travel Accessories,Luggage & Travel Accessories Product 16,1
customer_1918,Video Games,Video Games Product 16,1
customer_307,Furniture,Furniture Product 18,1
customer_669,Pet Supplies,Pet Supplies Product 11,1
customer_2149,Garden & Outdoors,Garden & Outdoors Product 23,1
customer_999,Baby Products,Baby Products Product 2,1
customer_1296,Automotive,Automotive Product 5,1
customer_1827,Video Games,Video Games Product 11,1
customer_150,Electronics,Electronics Product 7,1
customer_1534,Health & Beauty,Health & Beauty Product 4,1
customer_328,Clothing,Clothing Product 27,1
customer_1463,Office Supplies,Office Supplies Product 49,1
customer_857,Sporting Goods,Sporting Goods Product 33,1
customer_1009,Jewelry,Jewelry Product 4,1
customer_13,Electronics,Electronics Product 39,1
customer_29,Garden & Outdoors,Garden & Outdoors Product 21,1
customer_1449,Office Supplies,Office Supplies Product 13,1
customer_222,Furniture,Furniture Product 18,1
customer_1455,Office Supplies,Office Supplies Product 13,1
customer_913,Groceries,Groceries Product 9,1
customer_1053,Pet Supplies,Pet Supplies Product 30,1
customer_1559,Garden & Outdoors,Garden & Outdoors Product 12,1
customer_2160,Office Supplies,Office Supplies Product 15,1
customer_671,Health & Beauty,Health & Beauty Product 5,1
customer_1813,Luggage & Travel Accessories,Luggage & Travel Accessories Product 41,1
customer_1183,Pet Supplies,Pet Supplies Product 27,1
customer_1752,Baby Products,Baby Products Product 5,1
customer_889,Furniture,Furniture Product 9,1
customer_1116,Pet Supplies,Pet Supplies Product 32,1
customer_247,Clothing,Clothing Product 24,1
customer_2189,Office Supplies,Office Supplies Product 24,1
customer_1796,Baby Products,Baby Products Product 1,1
customer_874,Sporting Goods,Sporting Goods Product 11,1
customer_183,Home Appliances,Home Appliances Product 23,1
customer_1362,Musical Instruments,Musical Instruments Product 24,1
customer_256,Clothing,Clothing Product 16,1
customer_12,Electronics,Electronics Product 40,1
customer_799,Tools & Hardware,Tools & Hardware Product 44,1
customer_277,Clothing,Clothing Product 2,1
customer_1497,Video Games,Video Games Product 12,1
customer_1314,Musical Instruments,Musical Instruments Product 18,1
customer_1833,Garden & Outdoors,Garden & Outdoors Product 6,1
customer_729,Furniture,Furniture Product 8,1
customer_1094,Books,Books Product 21,1
customer_1148,Luggage & Travel Accessories,Luggage & Travel Accessories Product 27,1
customer_1831,Home Appliances,Home Appliances Product 4,1
customer_2131,Automotive,Automotive Product 7,1
customer_2057,Sporting Goods,Sporting Goods Product 4,1
customer_1831,Luggage & Travel Accessories,Luggage & Travel Accessories Product 19,1
customer_1176,Pet Supplies,Pet Supplies Product 8,1
customer_1291,Automotive,Automotive Product 7,1
customer_1850,Luggage & Travel Accessories,Luggage & Travel Accessories Product 15,1
customer_429,Musical Instruments,Musical Instruments Product 22,1
customer_1461,Office Supplies,Office Supplies Product 27,1
customer_877,Sporting Goods,Sporting Goods Product 10,1
customer_1397,Musical Instruments,Musical Instruments Product 2,1
customer_1981,Video Games,Video Games Product 5,1
customer_1498,Office Supplies,Office Supplies Product 26,1
customer_2685,Smart Home Devices,Smart Lock,1
customer_1343,Video Games,Video Games Product 13,1
customer_1378,Musical Instruments,Musical Instruments Product 15,1
customer_982,Garden & Outdoors,Garden & Outdoors Product 15,1
customer_1554,Toys & Games,Toys & Games Product 9,1
customer_109,Baby Products,Baby Products Product 6,1
customer_2239,Sporting Goods,Sporting Goods Product 11,1
customer_1062,Groceries,Groceries Product 24,1
customer_690,Health & Beauty,Health & Beauty Product 4,1
customer_1319,Musical Instruments,Musical Instruments Product 35,1
customer_443,Books,Books Product 16,1
customer_168,Home Appliances,Home Appliances Product 18,1
customer_168,Home Appliances,Home Appliances Product 15,1
customer_655,Health & Beauty,Health & Beauty Product 6,1
customer_927,Groceries,Groceries Product 1,1
customer_408,Toys & Games,Toys & Games Product 21,1
customer_955,Groceries,Groceries Product 3,1
customer_265,Health & Beauty,Health & Beauty Product 5,1
customer_738,Furniture,Furniture Product 4,1
customer_478,Books,Books Product 2,1
customer_111,Home Appliances,Home Appliances Product 29,1
customer_630,Furniture,Furniture Product 20,1
customer_1799,Baby Products,Baby Products Product 5,1
customer_1800,Baby Products,Baby Products Product 7,1
customer_1378,Musical Instruments,Musical Instruments Product 16,1
customer_401,Health & Beauty,Health & Beauty Product 6,1
customer_572,Toys & Games,Toys & Games Product 6,1
customer_1696,Jewelry,Jewelry Product 6,1
customer_292,Baby Products,Baby Products Product 7,1
customer_1133,Pet Supplies,Pet Supplies Product 15,1
customer_478,Clothing,Clothing Product 10,1
customer_1729,Pet Supplies,Pet Supplies Product 31,1
customer_729,Furniture,Furniture Product 17,1
customer_505,Toys & Games,Toys & Games Product 39,1
customer_1791,Sporting Goods,Sporting Goods Product 14,1
customer_361,Health & Beauty,Health & Beauty Product 6,1
customer_1105,Pet Supplies,Pet Supplies Product 4,1
customer_1829,Luggage & Travel Accessories,Luggage & Travel Accessories Product 9,1
customer_1358,Furniture,Furniture Product 13,1
customer_179,Toys & Games,Toys & Games Product 26,1
customer_2417,Tools & Hardware,Tools & Hardware Product 48,1
customer_1755,Baby Products,Baby Products Product 8,1
customer_253,Clothing,Clothing Product 21,1
customer_1997,Video Games,Video Games Product 17,1
customer_2419,Luggage & Travel Accessories,Luggage & Travel Accessories Product 37,1
customer_1285,Health & Beauty,Health & Beauty Product 7,1
customer_1278,Automotive,Automotive Product 3,1
customer_2071,Groceries,Groceries Product 22,1
customer_1567,Garden & Outdoors,Garden & Outdoors Product 17,1
customer_1485,Books,Books Product 18,1
customer_1700,Home Appliances,Home Appliances Product 24,1
customer_353,Musical Instruments,Musical Instruments Product 25,1
customer_320,Sporting Goods,Sporting Goods Product 12,1
customer_2545,Gaming Accessories,Mechanical Keyboard,1
customer_483,Books,Books Product 19,1
customer_1448,Electronics,Electronics Product 12,1
customer_1274,Automotive,Automotive Product 8,1
customer_1028,Jewelry,Jewelry Product 1,1
customer_829,Sporting Goods,Sporting Goods Product 6,1
customer_1518,Garden & Outdoors,Garden & Outdoors Product 2,1
customer_653,Sporting Goods,Sporting Goods Product 14,1
customer_1877,Luggage & Travel Accessories,Luggage & Travel Accessories Product 20,1
customer_1315,Musical Instruments,Musical Instruments Product 33,1
customer_1018,Jewelry,Jewelry Product 7,1
customer_975,Tools & Hardware,Tools & Hardware Product 33,1
customer_672,Books,Books Product 11,1
customer_417,Books,Books Product 23,1
customer_673,Health & Beauty,Health & Beauty Product 11,1
customer_509,Toys & Games,Toys & Games Product 24,1
customer_1179,Pet Supplies,Pet Supplies Product 17,1
customer_2324,Jewelry,Jewelry Product 14,1
customer_1134,Sporting Goods,Sporting Goods Product 19,1
customer_90,Electronics,Electronics Product 24,1
customer_1218,Clothing,Clothing Product 19,1
customer_1207,Pet Supplies,Pet Supplies Product 3,1
customer_1051,Jewelry,Jewelry Product 17,1
customer_1871,Luggage & Travel Accessories,Luggage & Travel Accessories Product 6,1
customer_1909,Video Games,Video Games Product 1,1
customer_846,Sporting Goods,Sporting Goods Product 28,1
customer_750,Groceries,Groceries Product 25,1
customer_1313,Musical Instruments,Musical Instruments Product 31,1
customer_1112,Electronics,Electronics Product 8,1
customer_2091,Baby Products,Baby Products Product 5,1
customer_753,Pet Supplies,Pet Supplies Product 13,1
customer_1384,Video Games,Video Games Product 18,1
customer_1023,Jewelry,Jewelry Product 6,1
customer_1673,Tools & Hardware,Tools & Hardware Product 26,1
customer_1350,Musical Instruments,Musical Instruments Product 18,1
customer_285,Automotive,Automotive Product 11,1
customer_754,Furniture,Furniture Product 14,1
customer_1077,Pet Supplies,Pet Supplies Product 15,1
customer_457,Books,Books Product 14,1
customer_423,Books,Books Product 1,1
customer_1354,Office Supplies,Office Supplies Product 31,1
customer_1558,Garden & Outdoors,Garden & Outdoors Product 16,1
customer_170,Furniture,Furniture Product 34,1
customer_2220,Office Supplies,Office Supplies Product 6,1
customer_375,Footwear,Footwear Product 20,1
customer_1156,Pet Supplies,Pet Supplies Product 9,1
customer_1579,Garden & Outdoors,Garden & Outdoors Product 3,1
customer_828,Sporting Goods,Sporting Goods Product 27,1
customer_1711,Baby Products,Baby Products Product 9,1
customer_266,Clothing,Clothing Product 36,1
customer_516,Pet Supplies,Pet Supplies Product 30,1
customer_1565,Jewelry,Jewelry Product 11,1
customer_1699,Groceries,Groceries Product 23,1
customer_1686,Tools & Hardware,Tools & Hardware Product 44,1
customer_1609,Books,Books Product 23,1
customer_598,Toys & Games,Toys & Games Product 8,1
customer_801,Garden & Outdoors,Garden & Outdoors Product 7,1
customer_574,Electronics,Electronics Product 33,1
customer_1065,Jewelry,Jewelry Product 10,1
customer_444,Books,Books Product 21,1
customer_460,Books,Books Product 17,1
customer_1840,Luggage & Travel Accessories,Luggage & Travel Accessories Product 35,1
customer_963,Groceries,Groceries Product 6,1
customer_367,Footwear,Footwear Product 11,1
customer_118,Home Appliances,Home Appliances Product 15,1
customer_154,Home Appliances,Home Appliances Product 28,1
customer_1570,Baby Products,Baby Products Product 8,1
customer_975,Toys & Games,Toys & Games Product 10,1
customer_909,Groceries,Groceries Product 22,1
customer_1489,Sporting Goods,Sporting Goods Product 22,1
customer_1730,Furniture,Furniture Product 24,1
customer_782,Furniture,Furniture Product 19,1
customer_1348,Musical Instruments,Musical Instruments Product 24,1
customer_343,Footwear,Footwear Product 4,1
customer_1587,Garden & Outdoors,Garden & Outdoors Product 8,1
customer_382,Footwear,Footwear Product 6,1
customer_1546,Garden & Outdoors,Garden & Outdoors Product 15,1
customer_1705,Home Appliances,Home Appliances Product 28,1
customer_1332,Home Appliances,Home Appliances Product 24,1
customer_1918,Video Games,Video Games Product 3,1
customer_2213,Tools & Hardware,Tools & Hardware Product 37,1
customer_20,Home Appliances,Home Appliances Product 29,1
customer_983,Home Appliances,Home Appliances Product 9,1
customer_391,Groceries,Groceries Product 27,1
customer_758,Electronics,Electronics Product 42,1
customer_815,Sporting Goods,Sporting Goods Product 2,1
customer_1719,Baby Products,Baby Products Product 1,1
customer_254,Electronics,Electronics Product 9,1
customer_1231,Automotive,Automotive Product 5,1
customer_1339,Furniture,Furniture Product 10,1
customer_1724,Health & Beauty,Health & Beauty Product 2,1
customer_113,Sporting Goods,Sporting Goods Product 7,1
customer_821,Pet Supplies,Pet Supplies Product 2,1
customer_1861,Luggage & Travel Accessories,Luggage & Travel Accessories Product 21,1
customer_569,Sporting Goods,Sporting Goods Product 11,1
customer_667,Automotive,Automotive Product 11,1
customer_1662,Video Games,Video Games Product 2,1
customer_461,Books,Books Product 2,1
customer_941,Baby Products,Baby Products Product 9,1
customer_1742,Baby Products,Baby Products Product 10,1
customer_1889,Luggage & Travel Accessories,Luggage & Travel Accessories Product 34,1
customer_1219,Video Games,Video Games Product 17,1
customer_28,Furniture,Furniture Product 31,1
customer_251,Clothing,Clothing Product 24,1
customer_1450,Groceries,Groceries Product 12,1
customer_355,Footwear,Footwear Product 33,1
customer_13,Pet Supplies,Pet Supplies Product 34,1
customer_1865,Luggage & Travel Accessories,Luggage & Travel Accessories Product 2,1
customer_71,Electronics,Electronics Product 27,1
customer_864,Sporting Goods,Sporting Goods Product 22,1
customer_307,Footwear,Footwear Product 37,1
customer_1357,Tools & Hardware,Tools & Hardware Product 15,1
customer_160,Home Appliances,Home Appliances Product 21,1
customer_1754,Baby Products,Baby Products Product 8,1
customer_1027,Jewelry,Jewelry Product 1,1
customer_2201,Automotive,Automotive Product 8,1
customer_1034,Jewelry,Jewelry Product 13,1
customer_814,Jewelry,Jewelry Product 9,1
customer_87,Electronics,Electronics Product 7,1
customer_777,Furniture,Furniture Product 6,1
customer_1326,Groceries,Groceries Product 21,1
customer_163,Home Appliances,Home Appliances Product 25,1
customer_1601,Tools & Hardware,Tools & Hardware Product 11,1
customer_375,Baby Products,Baby Products Product 5,1
customer_1633,Tools & Hardware,Tools & Hardware Product 39,1
customer_2671,Fitness Equipment,Exercise Bike,1
customer_360,Footwear,Footwear Product 15,1
customer_1417,Office Supplies,Office Supplies Product 38,1
customer_1271,Automotive,Automotive Product 2,1
customer_2290,Sporting Goods,Sporting Goods Product 2,1
customer_2543,Fitness Equipment,Resistance Bands,1
customer_1642,Books,Books Product 21,1
customer_584,Books,Books Product 10,1
customer_635,Health & Beauty,Health & Beauty Product 6,1
customer_1207,Automotive,Automotive Product 11,1
customer_1860,Luggage & Travel Accessories,Luggage & Travel Accessories Product 17,1
customer_2561,Gaming Accessories,Gaming Mouse,1
customer_1304,Musical Instruments,Musical Instruments Product 23,1
customer_839,Sporting Goods,Sporting Goods Product 28,1
customer_1053,Musical Instruments,Musical Instruments Product 31,1
customer_515,Toys & Games,Toys & Games Product 38,1
customer_1350,Musical Instruments,Musical Instruments Product 24,1
customer_2170,Tools & Hardware,Tools & Hardware Product 17,1
customer_1882,Luggage & Travel Accessories,Luggage & Travel Accessories Product 20,1
customer_1392,Musical Instruments,Musical Instruments Product 17,1
customer_1429,Books,Books Product 22,1
customer_429,Books,Books Product 13,1
customer_1859,Jewelry,Jewelry Product 13,1
customer_940,Groceries,Groceries Product 8,1
customer_2057,Office Supplies,Office Supplies Product 40,1
customer_1986,Jewelry,Jewelry Product 8,1
customer_1399,Musical Instruments,Musical Instruments Product 11,1
customer_2272,Books,Books Product 14,1
customer_2000,Video Games,Video Games Product 14,1
customer_913,Jewelry,Jewelry Product 7,1
customer_958,Office Supplies,Office Supplies Product 34,1
customer_385,Footwear,Footwear Product 23,1
customer_196,Home Appliances,Home Appliances Product 10,1
customer_213,Groceries,Groceries Product 16,1
customer_548,Tools & Hardware,Tools & Hardware Product 12,1
customer_1945,Video Games,Video Games Product 1,1
