customer_id,product_id,interaction
A2JCJJNY43QQIV,B0009EILKS,5
A2KE7YZ2TXS8QB,B0009EILKS,5
AYB4ELCS5AM8P,B0009EILKS,5
AXO8PTPMJ3LN2,B0009EILKS,5
AKMEY1BSHSDG7,B0009EILKS,5
AZ9JPUSCI0V49,B0009EILKS,3
A269B5XQRUBVKE,B0009EILKS,5
A2LW5AL0KQ9P1M,B0009EILKS,5
A33AQPJYH7UUXR,B0009EILKS,4
AEL6CQNQXONBX,B0009EILKS,5
AJ2FDNZ3COBFN,B0009EILKS,3
A1IHK8GL1ESOND,B0009EILKS,5
A18QNMVRG08DU5,B0009EILKS,1
A1KG6HFO8D0W3Q,B0009EILKS,4
A3IX7DV8BO7I16,B0009EILKS,4
APG4YVSUN3T6S,B0009EILKS,1
A383XURHVF8ON6,B0009EILKS,4
A2SRVDDDOQ8QJL,B0009EILKS,5
A1DAFWS98LQD2R,B0009EILKS,5
A3SFNAMPYLLMIK,B0009EILKS,4
A1HZU8N6KBOAQJ,B0009EILKS,4
A46KQGP4ITB1R,B000052YM7,2
A1BZVJF5WSQMEQ,B000052YM7,5
A2XOFULHWYHW95,B000052YM7,2
A1QFQ5M8PY65NK,B000052YM7,5
AK7CAW3N1XZV6,B000052YM7,5
A3A582ZMCKUYBI,B000052YM7,5
A160VWZVLL6O8G,B000052YM7,4
ATUXNR3WHD18N,B000052YM7,5
A2T4RPHVVIO0BV,B000052YM7,5
A3KQHBGTTSWTZ6,B000052YM7,3
APDHKLU2Z3MDN,B000052YM7,4
A230CAH5O7B9FQ,B000052YM7,5
AVYEYDC974DMD,B000052YM7,5
A1P99HOPB4LB9I,B000052YM7,5
A1RGG9WUQ8ODJQ,B000052YM7,3
A1EF37KYK7PRLV,B000052YM7,5
A481GH230UZTR,B000052YM7,3
A3FLMF8FG4VPG8,B000052YM7,4
ACZ94JB8BFMJ9,B000052YM7,5
A30YEJEKR5CQTZ,B000052YM7,2
A1OK6GRKNHISTG,B000052YM7,5
AHZSU3EUSIGIU,B000052YM7,5
A1Y34W3HQJQ2RH,B000052YM7,5
A3FR4QXW7JF15E,B000052YM7,5
A32XBMDU58G03M,B001FORIQE,5
AHWHAUJILZCG7,B00174GJC6,5
A2VAWEULL019JO,B00174GJC6,5
A19VI7S7I6XIHD,B00174GJC6,4
A2DRQX2BLQ3PRK,B00174GJC6,5
A34CCVBWLJ21T2,B00174GJC6,5
A38KK0SZYEH5UD,B00174GJC6,4
A16V9XOFCL1TJ5,B00174GJC6,5
AN1K7LC331CJ2,B00174GJC6,1
A3TFFHF6I9OD02,B000FGC99Y,5
A8QYRG7TW491B,B000FGC99Y,5
A1EAX5HVYV96EF,B0010KR098,5
ATX4U6S0FV0RX,B0010KR098,3
A1UVKA2ZQD2C8Z,B0010KR098,5
ATAIUUP8Y4KFQ,B0010KR098,1
A3B7900K4X1AY5,B0018C6V98,5
A2GPJR489OIH42,B0018C6V98,5
A1MFDFUGEVNIFK,B0018N5I9Q,5
A1QV5IH6HDRN0L,B0018N5I9Q,2
AT0AGTHV50RTT,B0018N5I9Q,5
A36RO7NCM6IUGB,B0018N5I9Q,4
A1YMXGQQT7YWMN,B000OO7546,5
A3KZLIEGCSSM5L,B000OO7546,3
A31Z79VICOFHJD,B000OO7546,5
A2AHUQ7QASUV75,B000OO7546,5
A7T2VY28U2IDB,B000OO7546,3
A2USMIT2CSA08,B000OO7546,2
A7ZUY93SQIMVM,B000OO7546,5
A3HYFK0FCU03O7,B000OO7546,2
A2N2O466IM4FCL,B000OO7546,5
A3RRNV5GDJ4SLW,B000OO7546,3
AGDP5EFDS1RNJ,B000OO7546,1
A1RXVSBGGRKIIW,B000OO7546,5
AE24ZJRHI2DU8,B000OO7546,1
A179INDOUL5QY3,B000FBK5HW,5
A1YGL15IYAD0KG,B000FBK5HW,1
AUWVTAR54U5ZM,B000FBK5HW,5
A7FFDLHS5X67T,B000FBK5HW,4
A1M8GI6U267IRE,B000FBK5HW,3
A2MSQNPTNAAGL1,B000FBK5HW,5
AUZ3EJAU37NC5,B000FBK5HW,4
A3KEZLJ59C1JVH,B000FBK5HW,4
AOXJTFXHUL6DO,B000FBK5HW,5
A12PH6L5QSVTYN,B000FBK5HW,3
A3EV788FCRKQYM,B000Y4357C,5
AG7Q23Q5YHPE7,B000EMDKG0,5
A1OTY0I6I2LZWC,B000EMDKG0,5
ANTWLVOKZFISX,B001ESE2KG,5
A3BXWNKYIH96TR,B000HJUWRU,5
A3BHZ8P7G3NCW9,B001DTZK0C,5
AN9EWQN1LGMY7,B001DTZK0C,5
A3THTZHD0TMMBB,B001DTZK0C,4
A1TPW86OHXTXFC,B003DVCY0C,4
A2D1LPEUCTNT8X,B000093I60,5
A3KO6JEVS1FJ8X,B0009YDO32,4
A205UCRD78Y9BC,B0009YDO32,1
A2LMSCHTDMPDCT,B002R23I76,5
AFL54V7707SZS,B002R23I76,5
A2EBR70V6P9W0N,B002R23I76,1
AE89ZMH5WF4OY,B002R23I76,5
A3PUVT9HWURYNM,B002R23I76,5
A3QZ6JT0R1OWEC,B002R23I76,5
A3315AAN855HYG,B002R23I76,5
A3LOCB38QOASGT,B002R23I76,5
ACZ94JB8BFMJ9,B002R23I76,5
A3TG7B7FLB8E12,B002R23I76,5
A2UOCH43JJ50HL,B002R23I76,5
A1IL9Z9SOZ2JX6,B002R23I76,3
A2319UZ54A8WGL,B002R23I76,5
A2ZQ42P4OBZY70,B002R23I76,5
A1X6PD8QYKIJHZ,B002R23I76,5
A1MI1I73Z5J9MI,B002R23I76,5
A2P99LRDXBF8NF,B002R23I76,4
A1WLVR8F7C8X9Q,B002R23I76,5
AEMV9IMH665B9,B002R23I76,5
A112TFLXGBF6NI,B002R23I76,3
A25FX4RJOHPQ5O,B002R23I76,3
AEHOJIXSA34CD,B002R23I76,5
A1OVD6VCG9NN35,B002R23I76,3
A1EQL66CVJ80SP,B002R23I76,5
A2HMP5LYU0BF6B,B002R23I76,5
A32T498Z7YKZEA,B002R23I76,5
ARYSDAZNRXN6G,B002R23I76,4
A3B9NQL8NDHF73,B002R23I76,4
A1ZKGSDVP057L9,B002R23I76,4
A1HU9NXZY2GSLK,B002R23I76,4
A3FHSLWEMH7JD8,B001ET7J6E,3
AWIF8AR75LL9L,B001ET7J6E,2
A2JNW9NNS7KKVS,B001ET7J6E,3
AQ8DU6XVA3USJ,B001ET7J6E,4
A2E1EFNIZL2FVA,B001ET7J6E,5
A15UX89H2A2VZZ,B001ET7J6E,5
A2F1QPIJTDWK55,B001ET7J6E,2
A3EFSLEMHNPP6A,B001ET7J6E,2
A1JAPP1CXRG57A,B001ET7J6E,4
A1AKQ1YUS4BT82,B001ET7J6E,4
AIIR8E34EDKCQ,B001ET7J6E,5
A3C6CZC2JP67VK,B001ET7J6E,2
A23ZNGL704AW7O,B001ET7J6E,3
ACEA95FQS1AVP,B001ET7J6E,3
AKMEY1BSHSDG7,B001ET7J6E,5
A3JMSGSQJTRG9Y,B000052YM7,5
A3FU4UD3Q105YB,B000052YM7,5
AUZ8FSNOTA0DN,B000052YM7,5
A38JIIHRVTSNYV,B000052YM7,5
A18Z7ICRLVHBBP,B000052YM7,5
AMP6GGLHAHDAE,B000052YM7,5
A2ILV6IPPW6W7I,B000052YM7,2
AUFD1F1DZKLWX,B000052YM7,5
A1F9Z42CFF9IAY,B000052YM7,5
A3CGXO38ILDT0D,B000052YM7,2
A2JP9E1H0SF392,B000052YM7,5
A228SRMN7RV2N,B000052YM7,5
AB1TXTH9KT4YM,B000052YM7,3
A37IRE9GZ0CZ7I,B0001EKWPI,5
A2NP8RNW9T5BQF,B0001EKWPI,3
A3VU2J7G0U35AU,B0001EKWPI,5
A3PYMW0LCZUJR6,B0001EKWPI,5
A1RMPGNNAEJCVI,B0001EKWPI,5
AS12AOZ971ZF1,B0001EKWPI,5
A3J4BYNLIX7O4T,B003176BES,1
A1IIY5JHWE8R95,B000NMHIF0,5
A2NXVWH1FBSR6X,B000EVGOQY,5
AYD5G172A3CDP,B000EVGOQY,1
ADLVFFE4VBT8,B000EVGOQY,5
AD1F4KBZPHB5X,B00014D322,4
ADS5APY1NKTL4,B00014D322,5
A26OO5DTAFBWH2,B002UL10HO,5
A1KEESMVTONAGJ,B002UL10HO,5
ABC7ANCEGVPXI,B002UL10HO,5
A204A8OK8L128A,B002UL10HO,5
A2INCKFM2EV0Q7,B002UL10HO,5
A1010QRG4BH51B,B002UL10HO,5
AD9JCXUS7GFXA,B002UL10HO,5
A23XXTI6CZLWL4,B002UL10HO,5
A3O92969YOTTDG,B002UL10HO,5
A3FU4UD3Q105YB,B001E96NF2,5
A1DQHS7MOVYYYA,B001E96NF2,1
A3M174IC0VXOS2,B0000Y3GIE,3
A17IS2KTMUBJ52,B0000Y3GIE,4
A3OE636ASOPGXB,B0000Y3GIE,2
A36B7TZNERS5IW,B0000Y3GIE,5
A2Q3BW3177V542,B0000Y3GIE,5
A2ONKVCEKZSAE9,B00008ZPGA,5
A2LB86SVX3NDV1,B00008ZPGA,5
A5DVX3B075B09,B00008ZPGA,5
A1YLEB9Q5JNKXG,B00008ZPGA,5
AJ6B83I4YJHYW,B00008ZPGA,5
A2RXIOYV5FNN05,B00008ZPGA,5
AUFB3GQJV10P0,B00008ZPGA,5
A2VOGNBUMXSW13,B00008ZPGA,3
A2KJQX0MK4E8GY,B00008ZPGA,4
A1V1EP514B5H7Y,B00008ZPGA,5
A24P8GCVTOTHTL,B00008ZPGA,5
A1V0L6ZGWRVZW8,B00008ZPGA,3
A1SH9CRV5U9JCF,B00008ZPGA,1
A3S3R88HA0HZG3,B00008ZPGA,4
A36RO7NCM6IUGB,B0020MMCZW,5
A22KMCKYE5KQ2X,B0020MMCZW,5
A2S6QCNNN8AK91,B0020MMCZW,5
A2Z5BZIY3NAQ5T,B0020MMCZW,2
A32NZK5H2NIM13,B0020MMCZW,3
A2APAXS8VPZPBS,B0020MMCZW,2
A1OVD6VCG9NN35,B0020MMCZW,4
A18CDSYI28IU8I,B0020MMCZW,5
A1X3QFLC21F81D,B0020MMCZW,5
A1DQFA1NTNKB0N,B0020MMCZW,5
A31U7U4P1GVOVP,B0020MMCZW,1
A1ICOB5XZ9GK3R,B0020MMCZW,5
A7BDEAIF1RR7G,B0020MMCZW,5
A2K2YAJVXEU4ZB,B0020MMCZW,2
A28GP6MM98M33H,B0020MMCZW,5
A3I3SRKV9V02G9,B0020MMCZW,5
AI0L8QP3E7T7R,B0020MMCZW,5
A2Y4S4CNGKF21S,B0020MMCZW,4
ATN552TF5V40Z,B002MJG5T2,5
A2R9M9ALI356JU,B002MJG5T2,3
A1JLBNDDAJB4OP,B002MJG5T2,5
AMTDEF7SAP17N,B002MJG5T2,2
A1WLVR8F7C8X9Q,B002MJG5T2,4
A3UZ99BQWAJACU,B002MJG5T2,5
A1VDACSUF4EQAY,B002MJG5T2,5
AVFRYVXYKOMWU,B002MJG5T2,5
AH9LSSANHH484,B002MJG5T2,4
A3S8D4BMVASTF9,B002MJG5T2,5
A281NPSIMI1C2R,B002MJG5T2,5
A3F21LTIITHPN0,B002MJG5T2,1
A1YXVLZKRQ3ZJE,B002MJG5T2,3
A3VL263FW0O1JL,B002LWQ3II,5
A2MGFQP3MEU5IS,B002LWQ3II,2
A34WFXWOSQE50P,B002LWQ3II,5
A239I83OASPLIS,B0000535UT,5
A1DAFWS98LQD2R,B0000535UT,5
AZW9UD7Z7J0WL,B0000535UT,5
A1SKP50JKWEUPK,B0000535UT,5
A22KF5KPBPD872,B0000535UT,4
AAAIJRGMQBXUG,B0000535UT,3
ADS5APY1NKTL4,B0000535UT,5
A3FR4QXW7JF15E,B0000535UT,4
A3TI72JU2R64GY,B0000535UT,4
A3TJFW5DVVE2YL,B0000535UT,5
A3E1KL2N4ZOQ8W,B0000535UT,5
A1VUN4JU731CBH,B001ET7J6E,2
ACYR6O588USK,B001ET7J6E,3
A3O8Z6IZ0VU3BB,B000KFX10G,5
A3E5OEACLIHLVU,B000KFX10G,5
A1R377IPZOKLMM,B000KFX10G,5
A2EVBQAN92IEZS,B000KFX10G,5
A2HLPCO3ZEINMC,B000KFX10G,5
A3PX70B6GRUV7E,B000KFX10G,3
AMTDEF7SAP17N,B000KFX10G,2
A2UWLIFD3VBKPS,B000KFX10G,1
A1F7YU6O5RU432,B000KFX10G,5
A3AZIU63WQK6R,B000KFX10G,5
AHYPRXI7F5QXS,B000KFX10G,4
AEC2A39TRSSDU,B000KFX10G,5
A2YDBGW63G7S1S,B000KFX10G,5
A261I3W883RWCM,B000KFX10G,5
A3GPAR4H5Y5OU8,B000KFX10G,5
A240FRPD4MEXND,B000KFX10G,5
A1LWBZ47EZ5Z46,B000KFX10G,4
A1OJ8QBNSBR28I,B000V1QLEM,4
A2548ELQMB9QEN,B000V1QLEM,5
A5AHNBEE928YO,B000V1QLEM,5
A2XKJ1KX6XUHYP,B000V1QLEM,2
A2S6QCNNN8AK91,B0020MMD0G,5
A36737X1HKU0FQ,B0020MMD0G,5
A2S7YBFPZX1IGQ,B0020MMD0G,1
A3L7K403L5QGDD,B0020MMD0G,5
A1UFMB4VWGFH6Q,B0020MMD0G,2
A3G4MUZMQH8NNQ,B0020MMD0G,3
A3BDLTOO1N97FV,B0020MMD0G,2
A2YFVFXAM8WV9T,B0020MMD0G,4
A3JMYXR4RIWSH0,B0020MMD0G,1
A3AMIRFW8ML2IB,B0020MMD0G,5
A2K2YAJVXEU4ZB,B0020MMD0G,5
A22YJTR3G7VT69,B0020MMD0G,5
A1PURKNC4ESE5X,B0020MMD0G,3
A28GP6MM98M33H,B0020MMD0G,5
A1LHCUV1YEFCDV,B0020MMD0G,5
A1HOPKK8E3MIX6,B0020MMD0G,4
A1HCFV6L1SGMU9,B000L8GL8G,5
A3F1ZKZSIQR92D,B000L8GL8G,5
A2OPDHP0EN5CJT,B000L8GL8G,5
A2T776YAECXDN9,B000L8GL8G,1
A3CTOYWB73TMM0,B001MV5TX4,5
ADS5APY1NKTL4,B001MV5TX4,5
A1VJ16TJBHRRW,B001MV5TX4,3
A3JCWGHCVC2ZNF,B001MV5TX4,4
A3FLMF8FG4VPG8,B00390DN34,5
A18JYHZAJUVU3X,B00390DN34,2
A32NZK5H2NIM13,B00390DN34,4
A3UX3UDVQ9OHLI,B00390DN34,5
A3LFVO1JTAIMDT,B00390DN34,5
A34BZM6S9L7QI4,B00390DN34,4
A1BD342U8BF3UC,B00390DN34,5
A1VR3AUXR1950S,B00390DN34,4
A2I3BWIY35O2SX,B00390DN34,5
A3AN76R1NX19FY,B00390DN34,5
A3DIJAXX4S4C49,B00390DN34,3
A3LFVYR9A27NLT,B00390DN34,2
A1EPDQ8CA3NZH2,B00390DN34,1
A2XCK8I0OHCVYE,B00390DN34,4
A3B9T1GXSEVIWM,B00390DN34,4
AOEUN9718KVRD,B00390DN34,2
A2WA05GLJ27H5R,B00390DN34,2
A3EM32S9AYBZVA,B000C21A82,4
A27NBGTEX2NJ0Y,B000C21A82,5
A2I7962XKEKED8,B000C21A82,5
ALTHFWQ33GGRS,B000C21A82,2
AYGECESRGF4YB,B0002ARKTW,4
A3V25I855OKRHB,B000VPG5EE,5
AKMEY1BSHSDG7,B000VPG5EE,5
A2NPL80C5CJE06,B000FLIJB6,5
AVY406XUHAN72,B000FLIJB6,5
ANXT431V3MW4Z,B0000535RA,3
A39YL2F4T02FM1,B0000535RA,3
A17SCCJJIS7IG1,B0000535RA,3
A1YKFFAJ74HXOA,B0000535RA,2
A281NPSIMI1C2R,B0000535RA,5
A3J51P9U9UGWM6,B0000535RA,5
A3F4C09LC2C0DT,B0000535RA,2
A2QMM5J95E713F,B0000535RA,1
A31304ZQ73RM1D,B0000535RA,4
A3EBX7GDQVG04V,B0000535RA,5
A3MBFWZCPDKPC4,B000052ZTY,4
A2P41N931ZRY13,B00021D6JE,3
A1PURKNC4ESE5X,B00021D6JE,5
A2CK1VAJ85IS63,B002T71I3U,3
A1VRPTS2C1ATNJ,B002T71I3U,1
A28GXI3E117H0P,B002T71I3U,5
A2WPNET538BR4O,B002T71I3U,5
A37J8XKLNOX2RO,B001ERM0AG,5
A3ESTWDBNOUJQ7,B001ERM0AG,5
ACR4A8H4J7YNA,B000094ZDX,5
A2DG3YVEU37IZ7,B000094ZDX,5
A3RNP5X8ZGZIEI,B0002WUHTU,3
A2O6ZO8I28VSEM,B0002WUHTU,5
A38KO3KKR7GF4V,B0002WUHTU,5
A2C9OQNCNL7GM7,B0002WUHTU,5
A1Y7TIDOJ90CCW,B0002WUHTU,3
A38Z2JBPM6GZ9Z,B0002WUHTU,5
A2K5AFTU4YOPPW,B0000535UT,5
A2736JMP1XQ6VJ,B0000535UT,1
A31DVKL8JE4XAH,B0000535UT,5
A281NPSIMI1C2R,B0000535UT,5
A1YUL9PCJR3JTY,B0009ET5O4,5
A2J19U8H5SSFCJ,B0009ET5O4,2
A292V24Y5TJIIC,B0009ET5O4,5
A27JMU4CHS8MM0,B0009ET5O4,5
A27L11UKO4KQUE,B0009ET5O4,4
A1DCBQD9QX2I3J,B0009ET5O4,5
A3UB4ZB8L4CPJS,B0009ET5O4,5
AM1S1JFTOXZMJ,B0009ET5O4,5
A160VWZVLL6O8G,B0009ET5O4,2
A1MRLJGRZHWJKK,B0009ET5O4,4
A2DPYMNI2HCIOI,B0009ET5O4,5
A10UHQH1YL5Q6B,B0009OAI7C,2
A197BFZ8BSVSO2,B0009OAI7C,4
A1B9D3DFZ9PTHV,B0009OAI7C,5
A1A4R41718418D,B0009OAI7C,5
A2V5R832QCSOMX,B002UUT43W,2
A29MA4EBRF6TGH,B002UUT43W,1
A3CTOYWB73TMM0,B002UUT43W,4
AYRFF08N8GZKF,B002UUT43W,3
A2LQ487PCEOUVE,B002UUT43W,3
A2CCUB5Q1EXG5X,B002UUT43W,3
A2O36P3Z7P5KQQ,B002UUT43W,4
APDHKLU2Z3MDN,B00084YBWG,1
A3RJGP3MFFG6PV,B0007CIEBI,1
A38JIIHRVTSNYV,B0007CIEBI,5
A1WMT21SRY3W5J,B0007CIEBI,3
A1VRLUR3JNUSPM,B0007CIEBI,5
A2VAWEULL019JO,B0007CIEBI,1
A3PPOVG4CA8XYM,B0007CIEBI,4
A2ZY49IDE6TY5I,B001BAROMK,5
A2EKIE8ATFNAWU,B001BAROMK,5
A3LHIRT4SR3F9T,B001BAROMK,5
A32LYUY4PJKT04,B001BAROMK,4
A2C58G8O40YC7T,B001BAROMK,2
A3KCQZJ3ZCTD6L,B001BAROMK,5
AHSFH0RUMHNAK,B001BAROMK,5
A1R377IPZOKLMM,B000FFI228,3
A1ZRD3WNHP8O3T,B000FFI228,4
A1FK14ZCV3B1RA,B000FFI228,5
A2GRJ11FTCB6SC,B000FFI228,4
A1IIY5JHWE8R95,B000VZ9UFU,1
AW3VZ5O895LRK,B000VZ9UFU,5
A30KDVCH47VFFL,B000VG0MU6,2
A1HQ5MUECRGJXU,B001G7PLBY,5
A32WT1ZEE4QGZB,B001G7PLBY,5
A3JZ53RJGYFKA2,B001G7PLBY,4
A2GJX2KCUSR0EI,B001G7PLBY,4
A3HJHV83O2U8BL,B001G7PLBY,5
A2Z4PQJNA2EA1O,B001G7PLBY,5
ARGDPRYFGTAVS,B001G7PLBY,5
A3L2KYOYDWSRPL,B001G7PLBY,5
ANS906E4EOXB3,B001G7PLBY,5
A3F1ZKZSIQR92D,B001G7PLBY,4
A9J5SLYXUCWO1,B001G7PLBY,5
AO0QQNXPTDMZU,B0027UUDFS,5
A264IRUOI346RO,B0027UUDFS,5
A34BZM6S9L7QI4,B0027UUDFS,5
A2ILV6IPPW6W7I,B0027UUDFS,5
A1VRLUR3JNUSPM,B0027UUDFS,4
AO2BSY9E345DZ,B0027UUDFS,5
A2GJX2KCUSR0EI,B0027UUDFS,5
A2VDVK1OFSPQH8,B0027UUDFS,5
A1S2IRG0BDFBFR,B0027UUDFS,2
A3U5RYD678A4LL,B00373MSNE,2
A1FBI65Y02UKPD,B00373MSNE,4
A2GJX2KCUSR0EI,B00373MSNE,5
A3LJLRIZL38GG3,B00373MSNE,5
AY9HUIJWJ8TT7,B00373MSNE,3
A2INCKFM2EV0Q7,B001MA0QY2,1
A2LX85V0TVHUQK,B001MA0QY2,2
A2LTE54PB04XZE,B001MA0QY2,5
A3LC4M0V0IV9VQ,B001MA0QY2,5
A338VFRN5GUKJK,B001MA0QY2,5
A3J4LKULGYLSLC,B001MA0QY2,3
A1E4L31SP02F7R,B001MA0QY2,5
A1LHJNW228T1CQ,B001MA0QY2,5
AMA9XZWTSIRMJ,B001MA0QY2,5
A2MGFQP3MEU5IS,B001MA0QY2,4
A1WAV1NWCPNI04,B001MA0QY2,4
A3NQKMEGS6D274,B001MA0QY2,5
A3BRCHCI1627ZW,B001MA0QY2,5
AOPMXVV4V0KLM,B001MA0QY2,5
AH0C5DIY7MGE3,B001MA0QY2,2
A2548ELQMB9QEN,B001MA0QY2,5
AKHDE8HFVP5G3,B001MA0QY2,5
ATGQFZZ3E4QRN,B001MA0QY2,5
ASGQP2U087IUJ,B001MA0QY2,4
AT951J96VUHO1,B001MA0QY2,5
A3UAV4SSDBFKNH,B001MA0QY2,5
AJM05EYT7T0KM,B001MA0QY2,5
AG3G6Z8MA7KT6,B001MA0QY2,5
A25W8AK3G4LUWW,B001MA0QY2,1
A3DKN32LVQ1A78,B001MA0QY2,5
AI78BR0UXFPW1,B001MA0QY2,3
A189VZMU1JTB14,B001MA0QY2,4
A10Z57SSF7FEAN,B001MA0QY2,5
A2DDJPV9X6MXLF,B001MA0QY2,5
A307I6IJ09RIZ1,B0002WUHTU,5
A132ETQPMHQ585,B0002WUHTU,5
A38Z2QSVGNWWKX,B002P9FGWQ,5
A1YUL9PCJR3JTY,B001OG1CWY,5
A1DCBQD9QX2I3J,B001OG1CWY,4
A7YH0WOZ9X258,B00115TXRE,4
ATDE9JYCPI0L1,B00115TXRE,5
ALQGOMOY1F5X9,B00115TXRE,1
AZ8SW5ZLEA04D,B00115TXRE,5
A1X2TQTWXAATPF,B00115TXRE,3
A1X5E11UND3CD4,B00115TXRE,4
A2FA5X33KWV3O6,B002KFOX38,1
A1L9E4OA926W9B,B002KFOX38,5
A3VTTVK3C1PAR4,B000GCQWXG,5
A1H7Z1FEBNVGW4,B000GCQWXG,1
A2OPDHP0EN5CJT,B000GCQWXG,5
AYGJ96W5KQMUJ,B000GCQWXG,3
A3R9H6OKZHHRJD,B000VOHQHU,4
A14EGTIUFVIIS4,B001G2LWDK,5
A33AQPJYH7UUXR,B001I90NM2,4
A1J7CRZ4OJ1T2L,B001I90NM2,5
A3SZQ16LAEA7VF,B0019LWU2K,4
A34QK4RTBT2ZAA,B0019LWU2K,5
A2LBN99KCBHEDR,B0019LWU2K,5
A32ZN98ZK0S0HY,B0019LWU2K,5
A2LBNFCVPU7HX6,B0019LWU2K,3
A2AEQSSI637PJ0,B0019LWU2K,5
A3E6C0OWUUPSPL,B0019LWU2K,4
A9DWCIFTLE58O,B0019LWU2K,5
ADS5APY1NKTL4,B0019LWU2K,5
AITQHNXJJ8JJA,B0019LWU2K,4
A34QKW1Y84EHIT,B0019LWU2K,4
AS8BIJVECDU64,B0019LWU2K,5
A1DSH3QAVSPR23,B0019LWU2K,4
A18Z7ICRLVHBBP,B0019LWU2K,5
A3LDKPBIJTKCVD,B0019LWU2K,5
A284N4V7W8FWKS,B0019LWU2K,5
A1FWQ4XETNU5RN,B0019LWU2K,5
A2ILV6IPPW6W7I,B0019LWU2K,5
AMIRNL8LAVRG4,B0019LWU2K,5
AAB01T6T36LB,B0019LWU2K,5
A1FXNB3WQG8LFB,B0019LWU2K,5
A3OSSZXMJ7FPEU,B0019LWU2K,3
A1HBTW5M7ZZ9PT,B0019LWU2K,5
A174X51AGFWAMW,B0019LWU2K,5
A3CDB38FK94DUX,B0019LWU2K,4
A37DYUKMGSM6U1,B0019LWU2K,5
A3GHTSDCM8B4V7,B0019LWU2K,5
AVBZHJUBIA4PP,B0019LWU2K,5
A2USMIT2CSA08,B0019LWU2K,5
A2K2YAJVXEU4ZB,B0019LWU2K,1
AUFB3GQJV10P0,B0019LWU2K,5
A2J6W7OS5EAXCJ,B0019LWU2K,4
A3GCCN24X9V0WY,B0019LWU2K,1
A22I5C2UYG0AET,B0019LWU2K,3
A2QE9FT13SXK92,B001KYS87M,4
A2D3BBD9EQ7KVR,B000F4GIPC,2
A1QXI9D8JSCNQH,B001JL40V4,5
AWGD8WG6ZFM83,B001JL40V4,2
A2N5U83E4EDGIZ,B001JL40V4,4
A39K0P5TVTWLWT,B000F8M9A6,3
AOEUN9718KVRD,B000F5AFYG,5
ATDJ3H36PBC6,B000F5AFYG,3
A3M174IC0VXOS2,B000F5AFYG,5
AHN86VFJIJ2JP,B000F5AFYG,5
A1739RDYJNA6HT,B000TD2QXC,5
A2LQ487PCEOUVE,B000TD2QXC,5
A1MI1I73Z5J9MI,B001Q88FO8,2
